neck_angle_mean,neck_angle_var,shoulder_angle_deg_mean,shoulder_angle_deg_var,hip_angle_deg_mean,hip_angle_deg_var
39.20320466242976,14241.897167467658,-24.96003731011987,22114.659944605548,-12.19724276953689,21378.754805871602
